Tick,Color,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,path,weight,name,description,type,pictures,pic_width,pic_height,new_width,new_height,new_size,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,emotion_trials_pos.thisRepN,emotion_trials_pos.thisTrialN,emotion_trials_pos.thisN,emotion_trials_pos.thisIndex,emotion_evaluation_pos.thisRepN,emotion_evaluation_pos.thisTrialN,emotion_evaluation_pos.thisN,emotion_evaluation_pos.thisIndex,emotion_trials_neg.thisRepN,emotion_trials_neg.thisTrialN,emotion_trials_neg.thisN,emotion_trials_neg.thisIndex,emotion_evaluation_neg.thisRepN,emotion_evaluation_neg.thisTrialN,emotion_evaluation_neg.thisN,emotion_evaluation_neg.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,key_resp_welcome_screen.keys,key_resp_welcome_screen.rt,key_resp_welcome_screen.started,key_resp_welcome_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,rating_baseline.response,rating_baseline.rt,text_stress_screen.started,text_stress_screen.stopped,sound_1.started,sound_1.stopped,rating_stress_part_one.response,rating_stress_part_one.rt,rating_stress_part_one.started,rating_stress_part_one.stopped,key_resp_stress_part_two.keys,key_resp_stress_part_two.rt,key_resp_stress_part_two.started,key_resp_stress_part_two.stopped,rating_stress_part_two.response,rating_stress_part_two.rt,rating_stress_part_two.started,rating_stress_part_two.stopped,text_cooldown_countdown.started,text_cooldown_countdown.stopped,text_cooldown_measurement.started,text_cooldown_measurement.stopped,rating_cooldown.response,rating_cooldown.rt,rating_cooldown.started,rating_cooldown.stopped,image_emotion_meas_pos.started,image_emotion_meas_pos.stopped,image_emotion_evaluation_pos.started,image_emotion_evaluation_pos.stopped,rating_emotion_evaluation_pos.response,rating_emotion_evaluation_pos.rt,rating_emotion_evaluation_pos.started,rating_emotion_evaluation_pos.stopped,image_emotion_meas_neg.started,image_emotion_meas_neg.stopped,image_emotion_evaluation_neg.started,image_emotion_evaluation_neg.stopped,rating_emotion_evaluation_neg.response,rating_emotion_evaluation_neg.rt,rating_emotion_evaluation_neg.started,rating_emotion_evaluation_neg.stopped,text_ending_screen.started,text_ending_screen.stopped,participant,session,startTime,date,expName,psychopyVersion,frameRate,
,,brown,yellow,brown,yellow,right,,,,,,,,,,,,,,,,0,91,91,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1530619000259321,884.6845051000128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,purple,grey,purple,right,,,,,,,,,,,,,,,,0,92,92,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5492032000038307,885.8574178999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,red,red,grey,left,,,,,,,,,,,,,,,,0,93,93,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8822272999968845,887.4223707999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,brown,brown,green,left,,,,,,,,,,,,,,,,0,94,94,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.126157000020612,888.3264031000144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,magenta,magenta,brown,left,,,,,,,,,,,,,,,,0,95,95,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.4231916000135243,889.475363000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,black,black,orange,left,,,,,,,,,,,,,,,,0,96,96,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.6600930000131484,891.9194769000169,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,grey,grey,red,left,,,,,,,,,,,,,,,,0,97,97,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8100773000041954,893.5974748000153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,red,green,red,right,,,,,,,,,,,,,,,,0,98,98,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.538229500001762,894.4243940000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,green,purple,green,right,,,,,,,,,,,,,,,,0,99,99,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2008552000042982,896.9856984000071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,purple,purple,green,left,,,,,,,,,,,,,,,,0,100,100,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9311078999890015,898.203502599994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,cyan,blue,cyan,right,,,,,,,,,,,,,,,,0,101,101,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2248685999948066,899.1545636999945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,red,red,cyan,left,,,,,,,,,,,,,,,,0,102,102,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.357427299983101,900.3981273999962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,brown,blue,brown,right,,,,,,,,,,,,,,,,0,103,103,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8261711999948602,901.7724367000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,brown,brown,red,left,,,,,,,,,,,,,,,,0,104,104,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9821912000188604,903.6193575999932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,magenta,grey,magenta,right,,,,,,,,,,,,,,,,0,105,105,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.083270100003574,904.6262835999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,black,black,green,left,,,,,,,,,,,,,,,,0,106,106,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8634806000045501,905.7310871999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,yellow,yellow,blue,left,,,,,,,,,,,,,,,,0,107,107,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9390702999953646,906.6145380999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,cyan,cyan,red,left,,,,,,,,,,,,,,,,0,108,108,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1271031000069343,907.5704606999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,magenta,magenta,cyan,left,,,,,,,,,,,,,,,,0,109,109,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2341323000146076,908.7174345999956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,brown,red,brown,right,,,,,,,,,,,,,,,,0,110,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.2270368000026792,909.9715308000159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,red,brown,red,right,,,,,,,,,,,,,,,,0,111,111,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5520811000023969,913.2194829999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,orange,red,orange,right,,,,,,,,,,,,,,,,0,112,112,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2292107999965083,914.7913439999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,orange,brown,orange,right,,,,,,,,,,,,,,,,0,113,113,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.605078799999319,916.0364812000189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,blue,blue,black,left,,,,,,,,,,,,,,,,0,114,114,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1871826999995392,917.662381800008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,orange,orange,brown,left,,,,,,,,,,,,,,,,0,115,115,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1771265999996103,918.8704301000107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,brown,grey,brown,right,,,,,,,,,,,,,,,,0,116,116,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.1660835999937262,920.065487600019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,orange,orange,cyan,left,,,,,,,,,,,,,,,,0,117,117,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3459498999873176,922.2496005000139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,grey,grey,black,left,,,,,,,,,,,,,,,,0,118,118,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0560569999797735,923.6124965999916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,yellow,yellow,red,left,,,,,,,,,,,,,,,,0,119,119,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.5015078999858815,924.6890487000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,cyan,cyan,blue,left,,,,,,,,,,,,,,,,0,120,120,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.7353874999971595,926.2131730999972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,cyan,grey,cyan,right,,,,,,,,,,,,,,,,0,121,121,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0113264999818057,928.9722437000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,orange,black,orange,right,,,,,,,,,,,,,,,,0,122,122,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9191236999758985,930.004445300001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,grey,brown,grey,right,,,,,,,,,,,,,,,,0,123,123,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9378816999960691,931.9446942000068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,blue,purple,blue,right,,,,,,,,,,,,,,,,0,124,124,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.5030928000051063,932.9024890000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,purple,cyan,purple,right,,,,,,,,,,,,,,,,0,125,125,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.813085300003877,935.4264735000033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,magenta,blue,magenta,right,,,,,,,,,,,,,,,,0,126,126,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9922183000016958,938.2623377999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,magenta,red,magenta,right,,,,,,,,,,,,,,,,0,127,127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.796707300003618,939.2740134000196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,grey,magenta,grey,right,,,,,,,,,,,,,,,,0,128,128,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.432198199996492,940.0963713999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,orange,orange,grey,left,,,,,,,,,,,,,,,,0,129,129,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.020911300001899,941.5456424000149,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,black,orange,black,right,,,,,,,,,,,,,,,,0,130,130,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9492091999854892,943.5823454000056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,yellow,purple,yellow,right,,,,,,,,,,,,,,,,0,131,131,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5832676000136416,944.5542836000095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,grey,orange,grey,right,,,,,,,,,,,,,,,,0,132,132,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9523014000151306,946.1602734000189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,cyan,purple,cyan,right,,,,,,,,,,,,,,,,0,133,133,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0030649999971502,947.132485900016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,red,black,red,right,,,,,,,,,,,,,,,,0,134,134,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1133485999889672,948.1562063000165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,orange,magenta,orange,right,,,,,,,,,,,,,,,,0,135,135,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.101889800018398,949.2936582000111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,yellow,yellow,purple,left,,,,,,,,,,,,,,,,0,136,136,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.6909569000126794,950.4145915000117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,brown,magenta,brown,right,,,,,,,,,,,,,,,,0,137,137,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4258967000059783,953.1246522000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,blue,blue,orange,left,,,,,,,,,,,,,,,,0,138,138,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.7733548000105657,954.5742056000163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,green,green,purple,left,,,,,,,,,,,,,,,,0,139,139,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0031092999852262,957.3701950999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,brown,brown,yellow,left,,,,,,,,,,,,,,,,0,140,140,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.9050792000198271,958.3984832999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,green,green,cyan,left,,,,,,,,,,,,,,,,0,141,141,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.853980300016701,960.3215734999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,red,red,green,left,,,,,,,,,,,,,,,,0,142,142,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1853649000113364,964.1981802000082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,brown,black,brown,right,,,,,,,,,,,,,,,,0,143,143,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0010564000112936,965.4045021999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,yellow,yellow,orange,left,,,,,,,,,,,,,,,,0,144,144,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,4.386784499976784,966.4237739999953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,grey,grey,blue,left,,,,,,,,,,,,,,,,0,145,145,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8070273000048473,970.8335194000101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,cyan,cyan,orange,left,,,,,,,,,,,,,,,,0,146,146,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9952875999733806,971.6622611000203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,grey,grey,purple,left,,,,,,,,,,,,,,,,0,147,147,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.161383200000273,972.6811835000117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,blue,blue,magenta,left,,,,,,,,,,,,,,,,0,148,148,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7348881999787409,973.8646573000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,yellow,black,yellow,right,,,,,,,,,,,,,,,,0,149,149,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.5621403000259306,975.6184696000128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,green,cyan,green,right,,,,,,,,,,,,,,,,0,150,150,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9589639999903738,978.198584400001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,magenta,magenta,orange,left,,,,,,,,,,,,,,,,0,151,151,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9139882999879774,979.1795608999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,purple,purple,cyan,left,,,,,,,,,,,,,,,,0,152,152,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.045382000011159,980.1161756000074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,purple,brown,purple,right,,,,,,,,,,,,,,,,0,153,153,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3141288999759126,981.1824156999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,brown,brown,cyan,left,,,,,,,,,,,,,,,,0,154,154,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0893597999820486,982.5161879000079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,green,green,grey,left,,,,,,,,,,,,,,,,0,155,155,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2900780999916606,983.6234707999974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,purple,green,purple,right,,,,,,,,,,,,,,,,0,156,156,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.6862057000107598,984.9293528000126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,green,red,green,right,,,,,,,,,,,,,,,,0,157,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5683533000119496,986.6371945000137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,purple,yellow,purple,right,,,,,,,,,,,,,,,,0,158,158,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.248304399981862,988.2282474999956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,yellow,green,yellow,right,,,,,,,,,,,,,,,,0,159,159,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.301023100008024,989.4965195000113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,green,green,black,left,,,,,,,,,,,,,,,,0,160,160,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2923747999884654,990.8171767000167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,magenta,magenta,grey,left,,,,,,,,,,,,,,,,0,161,161,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.034094600006938,992.1334664000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,brown,brown,blue,left,,,,,,,,,,,,,,,,0,162,162,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.6050601000024471,993.1864948000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,black,magenta,black,right,,,,,,,,,,,,,,,,0,163,163,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9649397999746725,994.8116105000081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,brown,brown,purple,left,,,,,,,,,,,,,,,,0,164,164,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4840317000052892,995.7965249000117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,blue,blue,cyan,left,,,,,,,,,,,,,,,,0,165,165,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1461030000064056,997.3025023000082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
